QKEY,INTERVIEW_START_W154,INTERVIEW_END_W154,DEVICE_TYPE_W154,SVYMODE_W154,LANG_W154,SAMPSOURCE_W154,FORM_W154,X_GENDER_W154,FEELMOD_a_W154,FEELMOD_b_W154,CLOSEFRI_W154,GENFRIONE_W154,GENFRIMANY_W154,COMMFRI_a_W154,COMMFRI_b_W154,COMMFRI_c_W154,COMMFRI_d_W154,POSITIONW_a_W154,POSITIONW_b_W154,POSITIONW_c_W154,POSITIONW_d_W154,POSITIONM_a_W154,POSITIONM_b_W154,POSITIONM_c_W154,POSITIONM_d_W154,MENONLYWB_W154,WOMENONLYWB_W154,MENONLYSOC_W154,WOMENONLYSOC_W154,EMOSUPPFAM_a_W154,EMOSUPPFAM_b_W154,EMOSUPPFAM_c_W154,EMOSUPPFAM_d_W154,EMOSUPPOTH_a_W154,EMOSUPPOTH_b_W154,EMOSUPPOTH_c_W154,DIFF1_a_W154,DIFF1_b_W154,DIFF1_c_W154,DIFF1_d_W154,DIFF1_e_W154,DIFF2_a_W154,DIFF2_b_W154,DIFF2_c_W154,DIFF2_d_W154,DIFF2_e_W154,MASCSCALE_W154,FEMSCALE_W154,MASCFEM_W154,LEARNMAN_a_W154,LEARNMAN_b_W154,LEARNMAN_c_W154,LEARNMAN_d_W154,LEARNMAN_e_W154,LEARNMAN_f_W154,LEARNMAN_g_W154,LEARNMAN_h_W154,LEARNMAN_i_W154,LEARNWOMAN_a_W154,LEARNWOMAN_b_W154,LEARNWOMAN_c_W154,LEARNWOMAN_d_W154,LEARNWOMAN_e_W154,LEARNWOMAN_f_W154,LEARNWOMAN_g_W154,LEARNWOMAN_h_W154,LEARNWOMAN_i_W154,ROLES1_W154,ROLES2_W154,CHANGE1_a_W154,CHANGE1_b_W154,CHANGE1_c_W154,CHANGE1_d_W154,CHANGE1_e_W154,CHANGE1_f_W154,WHOBETTER_a_W154,WHOBETTER_b_W154,WHOBETTER_c_W154,WHOBETTER_d_W154,WHOBETTER_e_W154,WHOBETTER_f_W154,BOYS_a_W154,BOYS_b_W154,BOYS_c_W154,BOYS_d_W154,GIRLS_a_W154,GIRLS_b_W154,GIRLS_c_W154,GIRLS_d_W154,CHANGEMEN_a_W154,CHANGEMEN_b_W154,CHANGEMEN_c_W154,CHANGEMEN_d_W154,CHANGEMEN_e_W154,CHANGEMEN_f_W154,CHANGEMEN_g_W154,CHANGEWOM_a_W154,CHANGEWOM_b_W154,CHANGEWOM_c_W154,CHANGEWOM_d_W154,CHANGEWOM_e_W154,CHANGEWOM_f_W154,CHANGEWOM_g_W154,DEIAFFECT_a_W154,DEIAFFECT_b_W154,DEIAFFECT_c_W154,DEIAFFECT_d_W154,DEIAFFECT_e_W154,DEIAFFECT_f_W154,DEIAFFECT_g_W154,DEIAFFECT_h_W154,MASCPOSNEG_W154,MASCPOSGOODBAD_W154,MASCNEGGOODBAD_W154,VALUEMEN_a_W154,VALUEMEN_b_W154,VALUEMEN_c_W154,VALUEMEN_d_W154,VALUEMEN_e_W154,VALUEMEN_f_W154,VALUEMEN_g_W154,VALUEMEN_h_W154,MENACCEPT1_a_W154,MENACCEPT1_b_W154,MENACCEPT1_c_W154,MENACCEPT1_d_W154,MENACCEPT1_e_W154,MENACCEPT1_f_W154,MENACCEPT2_a_W154,MENACCEPT2_b_W154,MENACCEPT2_c_W154,MENACCEPT2_d_W154,TRANSGEND2MOD_W154,TRANSGEND11_W154,TRANSGEND12_W154,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_RELIGCAT1,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W154
690567,2024-09-04T21:37:54Z,2024-09-04T22:05:05Z,1,1,9,7,1,2,3,3,2,,1,6,3,3,3,2,4,3,3,3,3,3,4,1,1,,,2,1,5,3,2,5,2,2,2,2,2,2,1,1,1,1,1,5,2,-3,,,,,,,,,,3,5,3,4,5,5,5,5,4,2,3,3,2,2,2,1,2,1,3,3,1,1,3,99,2,2,2,,,,,3,3,3,5,4,3,3,4,3,2,5,5,2,2,5,5,5,5,5,5,5,5,1,1,,3,3,3,3,3,3,3,3,3,2,3,1,3,2,2,3,2,3,2,1,2,1,4,8,2,3,2,2,4,2,4,1,1,4,1,1,1,3,1,1,1,1,99,2,1,2,99,1.6638191178664299
690650,2024-09-08T15:07:09Z,2024-09-08T15:30:52Z,1,1,9,7,1,2,2,3,2,,2,3,2,5,2,2,2,3,3,2,3,3,4,3,1,,,6,2,6,3,2,5,2,2,2,2,2,2,2,1,2,2,2,4,2,-2,,,,,,,,,,6,3,1,3,6,6,4,4,2,2,2,3,3,1,1,1,3,3,3,3,3,3,3,,,,,3,3,2,3,1,3,3,3,2,3,4,2,3,2,3,2,2,4,3,3,2,2,2,2,2,2,1,3,,2,3,2,2,1,2,1,2,4,5,5,2,3,5,2,3,5,3,1,1,1,1,1,2,2,2,2,1,6,2,4,2,2,4,6,1,1,3,2,2,3,1,5,3,1,2,2,0.2594891755410788
691042,2024-09-04T20:21:59Z,2024-09-04T20:31:57Z,1,1,9,7,1,2,5,2,3,,,,,,,4,4,3,3,3,4,4,3,1,1,,,1,1,6,1,3,5,5,2,2,2,2,2,1,1,1,2,2,5,1,-4,,,,,,,,,,5,6,2,3,5,5,2,5,4,2,3,1,1,1,1,1,1,3,3,3,3,3,3,,,,,3,3,3,3,5,3,3,5,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,2,1,2,2,2,2,1,1,1,5,5,2,3,5,5,4,4,1,2,2,2,2,1,3,5,2,2,2,1,5,2,4,1,1,4,1,1,1,1,,1,1,1,9,1,2,2,3,1.1656353172356766
691468,2024-09-04T19:03:01Z,2024-09-04T19:19:05Z,1,1,9,7,1,2,4,1,2,,99,1,1,3,1,3,3,2,1,4,4,2,1,3,2,,,1,1,2,2,1,5,3,1,2,2,2,1,,1,2,2,,5,1,-4,,,,,,,,,,4,4,2,3,3,6,4,4,5,3,3,1,1,1,1,1,1,1,3,3,3,1,1,3,2,3,3,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,4,4,4,4,4,4,1,1,,3,1,3,2,3,3,3,3,5,5,5,2,5,5,5,5,5,5,2,1,2,1,3,5,2,4,2,2,3,2,1,1,1,1,5,2,2,1,,1,1,1,1,2,3,2,1,1.8680522661576515
691480,2024-09-09T14:09:35Z,2024-09-09T14:30:11Z,1,1,10,7,1,1,1,2,3,,,,,,,1,3,2,2,1,1,5,5,3,3,,,6,2,2,6,5,5,5,2,1,1,2,1,2,,,1,,1,5,4,6,6,6,6,6,6,6,6,6,,,,,,,,,,2,2,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,2,,,,,5,3,5,1,3,5,3,5,4,3,1,3,2,3,3,3,3,3,3,3,6,3,2,,2,2,3,3,2,3,2,2,1,4,5,4,1,3,5,1,1,1,5,1,1,1,1,1,2,1,2,1,2,3,1,3,4,3,2,6,12,3,2,,2,4,1,1,5,5,2,1,2.7620066196538815
692394,2024-09-07T23:18:00Z,2024-09-07T23:33:09Z,1,1,9,7,1,1,3,4,2,,1,3,1,3,6,5,5,2,3,5,5,4,4,2,2,,,2,3,3,4,3,4,4,1,2,1,2,1,,1,,2,,3,5,2,3,2,3,3,3,4,5,3,3,,,,,,,,,,3,3,1,1,1,1,1,3,3,3,3,3,3,3,,,,,2,3,2,3,2,3,3,4,2,3,3,2,2,1,4,1,1,3,3,2,2,1,2,2,3,6,3,,,3,3,3,3,3,2,3,2,3,2,3,2,2,2,1,1,1,2,1,2,2,1,4,9,2,2,1,3,2,2,3,1,1,4,1,12,3,2,,2,3,3,8,3,2,2,2,2.5447005026754366
692611,2024-09-05T08:57:31Z,2024-09-05T09:13:00Z,1,1,9,7,1,2,3,3,1,1,,3,4,5,5,3,3,3,4,2,3,3,4,2,2,,,3,4,5,5,4,4,4,2,2,2,1,1,2,2,1,,,5,3,-2,,,,,,,,,,6,3,2,2,4,5,1,4,4,1,1,1,1,1,1,1,1,1,1,3,3,1,3,,,,,2,2,2,2,4,1,1,5,2,1,2,4,1,1,5,4,1,2,4,4,1,1,2,2,2,2,1,2,,1,1,1,1,1,1,1,1,5,2,3,3,4,5,3,2,5,3,2,2,2,1,3,5,3,3,2,3,2,2,1,1,1,1,1,1,1,2,,2,3,2,3,1,2,2,2,1.4072022961418926
692964,2024-09-05T14:44:52Z,2024-09-05T15:13:45Z,3,1,9,7,1,1,4,2,2,,1,5,4,3,3,3,3,3,3,2,3,4,4,3,3,,,4,4,6,4,4,5,5,2,2,2,2,2,2,1,2,1,1,2,5,3,2,3,3,2,6,3,3,4,3,,,,,,,,,,1,1,2,2,2,2,2,3,3,2,3,3,1,3,,,,,1,2,2,2,3,3,4,4,3,3,4,4,3,4,4,4,2,5,5,5,5,5,5,5,5,5,2,,2,2,2,3,1,3,1,3,1,5,5,4,4,5,4,3,5,5,3,2,2,2,1,4,8,1,4,1,3,2,2,1,1,1,1,1,1,1,1,,1,1,1,3,2,3,1,2,1.4760373695395093
694220,2024-09-07T11:06:10Z,2024-09-07T12:04:02Z,1,1,9,7,2,1,3,3,3,,,,,,,2,3,4,3,2,2,5,4,,,2,2,3,6,4,4,4,5,4,1,2,2,2,1,,1,2,2,,2,5,3,3,1,3,3,3,3,6,5,5,,,,,,,,,,1,1,2,2,3,2,3,3,3,3,2,3,1,3,2,1,2,2,,,,,5,5,3,5,4,3,3,4,1,1,5,5,2,3,5,3,3,2,2,2,3,3,2,,2,2,2,2,2,2,2,2,2,4,4,3,2,2,3,3,3,5,3,1,2,1,1,3,5,2,3,1,2,4,2,1,1,1,1,1,12,3,3,1,1,1,1,9,2,1,2,2,1.0163952988832379
694418,2024-09-10T23:50:01Z,2024-09-11T00:10:21Z,1,1,9,7,2,2,4,2,2,,3,2,3,2,6,3,3,1,1,3,3,2,3,,,3,2,2,6,2,3,2,5,3,1,2,2,2,2,,2,1,2,1,4,2,-2,,,,,,,,,,1,4,1,4,1,3,1,5,5,2,2,1,1,1,3,3,3,3,3,3,3,3,3,2,2,1,3,,,,,4,4,4,4,3,3,2,2,4,3,4,3,3,2,1,1,4,4,2,3,3,3,1,3,,2,3,2,2,3,3,3,3,5,5,4,3,4,3,2,4,4,3,1,1,1,1,3,5,3,3,2,1,5,2,1,2,2,1,3,1,1,3,2,2,3,1,2,3,3,1,2,0.21733353710046044
694510,2024-09-04T21:46:22Z,2024-09-04T21:59:59Z,1,1,9,7,2,2,2,3,3,,,,,,,3,3,3,3,4,4,4,4,,,2,2,2,6,6,3,4,3,5,1,2,2,2,1,,2,2,2,,4,2,-2,,,,,,,,,,4,99,2,6,6,6,5,5,5,2,2,3,3,2,3,2,3,3,3,3,3,3,3,,,,,3,3,3,3,4,2,2,2,2,3,2,3,1,1,3,3,3,3,5,5,5,5,5,5,5,5,2,,3,3,3,3,3,3,3,3,3,4,4,5,4,4,2,2,5,4,4,1,3,,1,2,3,2,3,2,1,6,2,1,1,1,1,1,1,1,2,,2,3,1,9,3,1,2,3,1.5581514452678775
694680,2024-09-04T19:31:19Z,2024-09-04T19:45:14Z,1,1,9,7,2,2,3,2,2,,2,3,2,5,2,2,2,3,3,2,2,3,3,,,2,1,1,1,5,2,1,5,2,1,2,2,2,2,,1,2,2,2,5,2,-3,,,,,,,,,,3,3,2,1,4,5,5,1,1,2,2,1,1,1,2,1,1,1,3,1,3,3,3,,,,,2,3,2,3,2,3,3,1,2,3,3,1,1,1,1,2,2,3,3,1,1,1,1,1,1,1,1,3,,2,1,1,2,1,2,1,2,4,5,4,1,1,4,1,1,1,4,1,2,1,1,4,9,1,2,2,1,6,2,1,1,1,1,2,12,3,2,,2,4,3,6,4,2,2,2,2.2900039355165553
694952,2024-09-04T19:17:21Z,2024-09-04T19:28:57Z,1,1,9,7,2,1,3,2,3,,,,,,,3,2,2,2,3,3,3,2,,,3,3,2,4,4,2,3,4,3,1,2,2,2,1,,2,1,2,,1,5,4,2,6,6,2,6,6,2,5,3,,,,,,,,,,2,2,3,3,1,1,3,3,3,3,3,3,3,3,1,2,1,2,,,,,3,3,3,2,2,3,3,1,1,1,2,2,2,1,1,3,2,2,2,3,2,2,1,3,,2,2,1,2,2,2,2,2,5,5,4,5,4,5,2,3,3,4,2,2,2,1,3,5,1,3,1,1,6,1,4,5,3,2,1,12,3,3,2,2,4,1,6,4,2,1,2,0.13702036619851476
695314,2024-09-10T12:11:38Z,2024-09-10T12:32:54Z,3,1,9,7,1,2,3,2,2,,3,5,3,5,3,3,3,3,3,3,3,4,4,2,2,,,1,3,6,3,2,5,4,1,2,1,1,1,,1,,,,4,3,-1,,,,,,,,,,2,3,3,3,3,6,6,5,3,2,2,1,1,2,1,1,1,3,3,3,3,3,3,3,3,3,3,,,,,99,99,99,99,2,99,99,2,2,2,99,3,2,3,6,2,2,2,6,6,6,6,1,3,,2,3,1,2,1,2,3,3,3,4,4,1,2,4,2,2,1,3,1,2,1,1,2,3,1,2,2,1,5,2,1,1,1,1,1,11,4,3,99,9,9,1,9,3,1,2,3,1.296783673529856
696056,2024-09-07T09:38:07Z,2024-09-07T09:44:42Z,1,1,9,7,1,2,3,3,3,,,,,,,3,3,2,3,2,3,3,3,3,2,,,6,6,6,3,4,4,4,2,2,2,2,2,2,1,2,2,2,5,1,-4,,,,,,,,,,3,2,1,2,3,3,99,3,1,3,2,1,3,1,1,2,2,3,2,3,2,3,2,,,,,3,3,3,3,2,2,3,4,2,2,3,2,2,2,3,2,2,2,3,3,1,1,2,2,3,3,1,1,,2,1,2,2,3,3,2,2,4,4,5,4,4,5,5,4,4,3,2,1,2,1,1,2,2,4,2,3,2,1,1,1,3,1,3,2,2,1,,1,2,3,9,3,4,1,3,0.712991025791047
696477,2024-09-07T12:29:16Z,2024-09-07T12:32:11Z,1,1,9,7,2,2,3,3,3,,,,,,,4,3,3,3,4,3,3,2,,,3,2,2,5,2,3,3,4,3,2,1,1,2,2,2,,,2,2,3,4,1,,,,,,,,,,1,3,2,2,3,3,1,2,3,2,1,1,1,1,2,2,2,1,1,1,1,1,1,,,,,2,2,1,1,3,2,3,4,3,2,3,2,1,3,2,2,3,1,4,4,4,4,4,5,3,4,2,,1,3,3,1,2,2,2,3,1,3,3,3,2,2,3,3,4,2,3,1,1,1,1,1,1,2,2,2,3,2,2,1,2,2,1,6,2,2,2,,2,3,1,1,3,1,2,1,0.4555901649111067
696998,2024-09-09T11:57:16Z,2024-09-09T12:09:17Z,3,1,9,7,2,2,3,2,2,,2,1,1,1,4,2,4,2,1,4,5,2,3,,,2,1,6,6,6,1,2,5,3,1,2,1,1,1,,1,,,,3,3,0,,,,,,,,,,3,2,2,2,5,5,4,5,4,2,2,1,1,1,1,1,1,1,1,3,1,3,1,3,2,3,3,,,,,3,3,3,3,4,2,2,3,1,2,2,3,2,2,4,2,1,1,1,1,2,2,3,,,2,1,1,2,1,2,1,2,5,5,5,2,4,5,1,2,1,4,2,2,2,1,4,9,1,4,2,2,3,2,1,1,1,1,3,2,2,3,2,2,3,1,4,3,1,2,2,1.10199682709896
697622,2024-09-05T13:45:11Z,2024-09-05T13:58:14Z,1,1,9,7,2,2,3,2,2,,2,3,3,3,5,1,1,3,4,1,1,4,4,,,4,1,4,4,2,2,2,5,5,2,2,1,2,1,2,1,,2,,3,3,0,,,,,,,,,,3,2,4,4,4,6,5,5,5,3,3,1,1,2,1,3,3,1,1,1,3,1,1,3,2,3,3,,,,,3,3,1,3,3,1,2,3,3,1,3,4,1,2,5,4,1,2,1,1,3,3,3,,,3,3,1,3,3,3,1,3,4,3,5,2,5,2,3,2,2,3,1,2,2,1,3,5,2,3,2,2,4,2,2,1,1,4,1,9,3,3,2,2,3,1,6,3,2,1,2,1.234317244125803
698257,2024-09-04T18:14:43Z,2024-09-04T18:39:31Z,3,1,9,7,1,2,5,2,2,,2,4,3,4,2,4,4,2,2,4,4,2,2,2,1,,,6,6,6,2,2,5,3,1,2,1,2,1,,1,,1,,5,1,-4,,,,,,,,,,3,2,2,2,3,6,4,4,3,3,3,1,1,1,1,3,3,1,3,3,3,3,1,,,,,3,3,3,3,4,3,3,4,3,4,2,2,3,3,2,2,2,2,5,4,2,2,2,3,3,3,2,,2,3,3,1,2,3,2,3,3,5,4,5,4,4,5,2,2,3,4,2,2,2,1,3,5,2,4,2,1,6,2,1,1,1,1,5,1,1,1,,1,1,1,9,2,3,2,2,1.5363678428027499
698477,2024-09-04T19:12:57Z,2024-09-04T19:37:42Z,1,1,9,7,1,3,2,5,2,,5,3,2,3,2,3,3,3,3,4,4,3,4,1,1,,,6,5,5,3,3,5,4,1,1,2,2,1,,,1,2,,2,3,1,,,,,,,,,,,,,,,,,,,2,2,1,1,1,3,1,3,3,3,3,3,3,3,1,3,2,3,,,,,2,3,3,5,3,3,2,3,3,2,3,3,2,3,6,6,6,6,6,6,6,6,1,3,,2,3,3,3,3,2,3,2,2,3,5,1,1,3,1,1,2,99,1,1,1,1,1,2,1,2,3,3,2,1,1,1,3,1,6,12,3,3,2,2,3,3,1,3,1,2,1,0.38515394774271466
698713,2024-09-05T09:07:29Z,2024-09-05T09:33:44Z,3,1,9,7,2,1,4,3,1,1,,5,1,4,5,2,3,4,4,4,4,4,4,,,4,2,1,3,6,4,2,5,4,2,2,2,2,2,2,1,1,2,2,2,4,2,3,2,3,3,3,6,6,3,3,,,,,,,,,,2,3,1,2,1,2,1,3,3,3,3,3,3,3,3,2,3,3,,,,,3,3,4,5,3,3,5,3,2,2,5,4,2,4,4,4,2,2,6,6,2,2,2,,2,2,2,3,2,3,3,3,2,2,2,3,2,3,1,2,3,4,3,1,1,1,1,2,4,1,2,1,2,4,1,1,4,3,1,1,10,3,4,2,2,3,1,9,3,1,2,3,0.16334246515295586
698957,2024-09-08T08:03:23Z,2024-09-08T08:07:37Z,1,1,9,7,2,1,5,3,2,,2,2,2,2,2,3,3,3,3,3,3,3,3,,,3,3,3,3,3,3,4,2,3,2,2,2,2,2,1,2,1,2,1,3,3,0,2,2,2,2,2,2,2,2,2,,,,,,,,,,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,,,,,2,3,3,4,2,3,5,2,4,2,1,3,2,3,3,3,4,3,3,3,3,3,1,1,,3,2,2,2,3,2,2,2,4,3,3,3,3,2,3,3,3,3,1,3,,1,4,8,3,2,1,2,3,1,1,1,3,1,1,99,99,1,,1,2,2,8,3,1,1,2,0.46013086434792483
699679,2024-09-05T03:33:11Z,2024-09-05T03:44:15Z,1,1,9,7,2,1,4,2,3,,,,,,,3,4,3,3,3,4,3,3,,,2,2,2,5,5,5,5,5,5,2,2,2,2,1,1,1,1,1,,2,5,3,4,2,5,5,5,3,2,5,3,,,,,,,,,,3,3,3,3,1,3,1,2,1,3,2,3,1,3,,,,,3,3,3,3,5,2,3,3,4,3,5,1,1,1,3,4,2,4,5,5,5,5,5,5,5,5,2,,2,3,3,2,1,2,1,2,1,5,5,5,4,4,4,3,4,5,2,2,2,2,2,3,5,3,2,1,2,3,2,4,1,1,2,1,1,1,1,,1,1,1,7,2,2,2,2,1.8207194376698665
699982,2024-09-04T20:01:47Z,2024-09-04T20:31:30Z,1,1,9,7,1,1,5,1,2,,1,6,2,3,2,5,3,2,3,4,5,3,3,1,1,,,2,4,2,2,2,5,3,2,2,1,2,1,1,1,,2,,1,2,1,2,1,1,2,2,4,1,5,3,,,,,,,,,,1,3,2,3,1,1,1,2,2,2,3,3,1,3,,,,,3,1,3,3,3,5,4,5,3,3,3,1,3,1,5,4,2,2,5,5,5,5,3,6,6,5,1,1,,3,3,3,3,3,2,3,3,5,5,5,2,4,5,1,2,2,3,1,1,1,2,4,9,3,2,1,1,6,1,1,1,3,1,1,3,4,3,1,1,1,1,9,1,1,1,2,0.1817884161813561
701811,2024-09-05T07:57:34Z,2024-09-05T08:08:31Z,1,1,9,7,2,2,2,3,3,,,,,,,3,3,3,3,2,3,3,3,,,3,3,2,1,2,3,3,4,3,1,2,2,2,2,,1,1,2,2,3,3,0,,,,,,,,,,3,2,1,3,3,6,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,1,2,1,2,,,,,1,2,1,3,2,1,2,2,2,2,3,2,2,2,4,4,2,2,2,2,2,2,3,,,2,1,1,2,1,2,2,2,4,5,5,4,3,5,2,3,2,3,1,1,1,1,2,3,3,3,2,3,2,2,1,1,1,1,1,1,1,1,,1,2,1,4,3,1,2,1,1.1092161306723638
702321,2024-09-05T21:05:06Z,2024-09-05T21:38:40Z,1,1,9,7,2,1,3,1,2,,2,2,1,2,1,3,3,2,2,3,3,2,2,,,3,3,1,6,6,3,2,5,4,2,2,2,2,2,2,2,2,2,2,2,5,3,6,2,3,3,5,5,6,5,5,,,,,,,,,,2,1,2,1,2,1,2,1,1,3,3,3,1,3,,,,,3,3,3,3,3,3,2,4,2,2,2,3,2,2,4,2,2,2,2,2,3,3,3,3,3,3,3,,,3,3,3,3,3,3,3,3,4,4,4,2,4,4,4,2,5,3,1,3,,1,2,3,1,3,1,3,1,2,1,2,2,1,3,12,3,2,,2,3,1,4,2,2,1,2,0.3909948525633557
702398,2024-09-04T19:03:06Z,2024-09-04T19:46:01Z,1,1,9,7,1,1,3,2,2,,2,3,2,3,3,3,3,3,2,4,4,2,2,2,2,,,6,6,3,2,2,5,4,2,1,2,2,1,2,,2,2,,2,4,2,6,1,3,1,2,2,3,4,3,,,,,,,,,,3,3,1,1,3,3,1,1,3,3,3,3,1,3,,,,,2,3,3,3,1,3,4,5,4,2,2,2,2,2,4,3,1,1,3,4,2,2,3,1,2,2,1,1,,2,3,3,2,3,2,2,3,4,4,3,2,3,4,2,3,3,1,1,2,2,1,4,9,2,3,1,2,3,1,1,1,3,1,6,2,2,2,,2,3,1,2,3,1,2,1,0.32471437623327337
702867,2024-09-05T08:14:48Z,2024-09-05T08:30:47Z,3,1,9,7,1,2,3,2,2,,2,2,1,2,2,5,5,3,3,5,5,2,2,6,6,,,5,6,6,1,2,5,5,2,2,2,2,2,1,1,1,1,1,5,4,-1,,,,,,,,,,5,3,3,4,5,5,5,5,5,3,3,1,1,1,1,1,1,3,3,3,3,1,3,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,6,6,6,6,6,6,6,6,3,,,3,3,3,3,3,3,3,3,5,4,4,3,4,5,5,2,3,5,2,2,2,1,2,3,2,4,2,2,3,1,1,1,3,1,1,1,1,1,,1,1,1,2,2,2,2,1,0.14914525175548762
703244,2024-09-04T20:04:24Z,2024-09-04T20:06:09Z,1,1,9,7,1,1,4,2,2,,1,5,3,5,3,2,2,2,4,3,3,2,2,1,1,,,1,4,4,4,1,5,3,2,1,2,2,1,2,,2,2,,3,3,0,2,2,2,2,1,3,2,5,2,,,,,,,,,,2,2,1,3,3,1,1,3,3,3,3,3,3,3,3,2,3,3,,,,,3,3,3,4,4,3,3,3,2,2,3,4,2,3,2,2,2,2,2,2,2,2,1,2,,2,1,3,2,3,2,3,2,4,5,4,2,2,4,1,1,3,4,1,1,2,1,1,2,2,2,1,1,5,2,1,3,5,1,1,1,1,2,,2,4,1,7,4,1,1,2,0.12367723736279403
703882,2024-09-04T20:57:33Z,2024-09-04T21:12:14Z,1,1,9,7,2,1,4,3,2,,2,2,3,3,4,3,3,3,3,2,3,3,3,,,2,2,6,2,6,3,4,4,5,2,2,1,2,1,1,1,,1,,4,5,1,6,6,1,3,6,4,4,4,3,,,,,,,,,,2,1,3,1,3,2,3,1,1,3,3,1,1,3,2,2,2,2,,,,,2,2,4,4,3,3,4,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,,,2,2,2,2,2,2,2,2,4,4,3,3,5,4,3,4,4,4,2,1,2,1,3,6,2,4,1,3,2,2,1,2,2,1,6,1,1,2,,2,3,1,4,3,1,2,2,0.36687182553408454
704216,2024-09-06T09:21:25Z,2024-09-06T09:32:43Z,1,1,9,7,1,2,3,3,1,1,,3,2,5,3,2,2,3,3,2,2,3,2,3,3,,,6,6,6,1,2,4,3,2,2,2,2,2,1,1,1,1,1,4,3,-1,,,,,,,,,,3,3,3,3,4,5,2,5,4,3,3,1,3,3,2,3,1,3,3,3,3,3,3,,,,,3,3,3,3,2,4,5,3,3,4,3,3,3,2,3,4,2,3,5,3,1,1,1,2,1,1,1,1,,3,3,3,3,3,3,3,3,5,4,3,3,4,4,3,3,4,3,1,2,2,1,3,5,3,4,2,1,6,2,1,1,1,1,5,1,1,4,1,1,1,1,3,1,2,2,99,1.2851124249113732
704600,2024-09-05T01:51:40Z,2024-09-05T02:03:19Z,1,1,9,7,2,2,4,2,2,,2,2,3,2,3,3,4,3,3,4,5,3,3,,,5,4,1,4,5,2,2,5,2,1,1,1,1,1,,,,,,5,2,-3,,,,,,,,,,5,5,2,3,5,5,3,5,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,,,,,2,2,2,2,3,3,3,3,3,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,3,,2,1,1,2,3,2,3,2,5,5,3,2,3,5,1,3,4,3,1,1,1,1,4,9,2,3,2,1,6,2,1,1,1,1,1,1,1,3,2,2,4,1,9,4,1,1,3,1.3646965258418786
705069,2024-09-05T22:35:53Z,2024-09-05T23:03:48Z,1,1,9,7,2,1,4,2,2,,3,3,3,3,5,3,3,2,2,3,4,2,3,,,3,3,2,6,6,2,3,4,3,1,2,1,2,1,,1,,1,,3,3,0,3,6,6,3,3,3,6,5,2,,,,,,,,,,3,3,1,3,1,3,1,3,3,2,3,3,1,2,3,2,3,3,,,,,2,3,3,3,2,3,3,2,3,2,3,2,2,3,3,2,2,2,3,2,3,2,1,1,,3,3,3,3,3,3,3,3,5,4,5,2,4,4,2,2,4,4,2,2,2,1,3,5,2,4,1,1,6,2,4,1,1,4,1,1,1,2,,2,3,1,9,3,2,2,3,1.644101322610649
705125,2024-09-04T19:01:53Z,2024-09-04T19:20:34Z,1,1,9,7,2,2,4,1,2,,3,2,1,1,1,2,1,3,2,2,1,4,4,,,2,1,6,6,6,4,1,4,4,2,1,2,2,2,2,,2,2,2,4,3,-1,,,,,,,,,,6,5,3,4,6,6,6,5,5,2,2,3,3,3,1,3,3,3,3,3,3,1,3,3,2,3,2,,,,,2,4,3,4,3,3,4,1,2,3,4,3,3,2,3,2,4,4,4,4,3,4,1,3,,2,1,1,2,1,2,1,2,5,5,4,2,3,5,2,4,3,5,1,1,1,1,3,7,2,3,2,2,3,2,1,2,2,1,6,12,3,2,,2,4,1,9,5,1,1,3,0.09238804540374297
705522,2024-09-05T09:07:04Z,2024-09-05T09:49:20Z,3,1,9,7,2,1,5,1,3,,,,,,,3,5,3,3,3,5,3,4,,,3,2,1,5,6,3,4,4,3,2,1,2,2,1,2,,2,2,,2,4,2,3,4,3,3,4,3,5,3,3,,,,,,,,,,2,2,3,3,1,1,1,3,1,2,3,3,1,3,,,,,2,3,2,2,3,3,3,4,2,3,3,4,2,2,4,2,2,3,3,2,2,2,2,2,2,2,3,,,2,3,1,2,1,2,1,2,2,3,2,2,2,2,3,3,4,2,2,1,1,1,3,7,2,3,1,1,6,2,1,2,2,1,1,9,3,2,,2,3,1,9,3,1,2,3,0.14062060973137688
